Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond yes or no.
7927,3,3,3,Yes
7928,2,2,2,Yes
7929,2,2,2,Yes
7930,4,4,4,Yes
7931,4,4,4,Yes
7932,3,3,3,Yes
7933,5,5,5,Yes
7934,3,3,3,Yes
7935,1,1,1,No
7936,5,5,5,Yes
7937,5,5,5,No
7938,2,2,2,Yes
7939,1,1,1,Yes
7940,5,5,5,No
7941,2,2,2,Yes
7942,3,3,3,Yes
7943,5,5,5,Yes
7944,3,3,3,Yes
7945,4,4,4,No
7946,5,5,5,Yes
7947,2,2,2,Yes
7948,5,5,5,Yes
7949,1,1,1,No
7950,3,3,3,Yes
7951,5,5,5,Yes
7952,3,3,3,Yes
7953,5,5,5,Yes
7954,2,2,2,No
7955,4,4,4,Yes
7956,3,3,3,Yes
7957,1,1,1,Yes
7958,5,5,5,Yes
7959,2,2,2,No
7960,4,4,4,Yes
7961,5,5,5,Yes
7962,2,2,2,Yes
7963,5,5,5,Yes
7964,3,3,3,Yes
7965,1,1,1,Yes
7966,5,5,5,No
7967,3,3,3,Yes
7968,2,2,2,Yes
7969,2,2,2,Yes
7970,4,4,4,Yes
7971,4,4,4,Yes
7972,3,3,3,Yes
7973,5,5,5,Yes
7974,3,3,3,Yes
7975,1,1,1,No
7976,5,5,5,Yes
7977,5,5,5,No
7978,2,2,2,Yes
7979,1,1,1,Yes
7980,5,5,5,No
7981,2,2,2,Yes
7982,3,3,3,Yes
7983,5,5,5,Yes
7984,3,3,3,Yes
7985,4,4,4,No
7986,5,5,5,Yes
7987,2,2,2,Yes
7988,5,5,5,Yes
7989,1,1,1,No
7990,3,3,3,Yes
7991,5,5,5,Yes
7992,3,3,3,Yes
7993,5,5,5,Yes
7994,2,2,2,No
7995,4,4,4,Yes
7996,3,3,3,Yes
7997,1,1,1,Yes
7998,5,5,5,Yes
7999,2,2,2,No
8000,4,4,4,Yes
8001,5,5,5,Yes
8002,2,2,2,Yes
8003,5,5,5,Yes
8004,3,3,3,Yes
8005,1,1,1,Yes
8006,5,5,5,No
8007,3,3,3,Yes
8008,2,2,2,Yes
8009,2,2,2,Yes
8010,4,4,4,Yes
8011,4,4,4,Yes
8012,3,3,3,Yes
8013,5,5,5,Yes
8014,3,3,3,Yes
8015,1,1,1,No
8016,5,5,5,Yes
8017,5,5,5,No
8018,2,2,2,Yes
8019,1,1,1,Yes
8020,5,5,5,No
8021,2,2,2,Yes
8022,3,3,3,Yes
8023,5,5,5,Yes
8024,3,3,3,Yes
8025,4,4,4,No
8026,5,5,5,Yes
8027,2,2,2,Yes
8028,5,5,5,Yes
8029,1,1,1,No
8030,3,3,3,Yes
8031,5,5,5,Yes
8032,3,3,3,Yes
8033,5,5,5,Yes
8034,2,2,2,No
8035,4,4,4,Yes
8036,3,3,3,Yes
8037,1,1,1,Yes
8038,5,5,5,Yes
8039,2,2,2,No
8040,4,4,4,Yes
8041,5,5,5,Yes
8042,2,2,2,Yes
8043,5,5,5,Yes
8044,3,3,3,Yes
8045,1,1,1,Yes
8046,5,5,5,No
8047,3,3,3,Yes
8048,2,2,2,
8049,2,2,2,
8050,4,4,4,
8051,4,4,4,
8052,3,3,3,
8053,5,5,5,
8054,3,3,3,
8055,1,1,1,
8056,5,5,5,
8057,5,5,5,
8058,2,2,2,
8059,1,1,1,
8060,5,5,5,
8061,2,2,2,
8062,3,3,3,
8063,5,5,5,
8064,3,3,3,
8065,4,4,4,
8066,5,5,5,
8067,2,2,2,
8068,5,5,5,
8069,1,1,1,
8070,3,3,3,
8071,5,5,5,
8072,3,3,3,
8073,5,5,5,
8074,2,2,2,
8075,4,4,4,
8076,3,3,3,Yes
8077,1,1,1,Yes
8078,5,5,5,Yes
8079,2,2,2,Yes
8080,4,4,4,Yes
8081,5,5,5,Yes
8082,2,2,2,Yes
8083,5,5,5,No
8084,3,3,3,Yes
8085,1,1,1,No
8086,5,5,5,Yes
8087,3,3,3,Yes
8088,2,2,2,No
8089,2,2,2,Yes
8090,4,4,4,Yes
8091,4,4,4,Yes
8092,3,3,3,Yes
8093,5,5,5,No
8094,3,3,3,Yes
8095,1,1,1,Yes
8096,5,5,5,Yes
8097,5,5,5,No
8098,2,2,2,Yes
8099,1,1,1,Yes
8100,5,5,5,Yes
8101,2,2,2,Yes
8102,3,3,3,No
8103,,5,5,Yes
8104,,3,3,Yes
8105,,4,4,Yes
8106,,5,5,Yes
8107,,2,2,No
8108,,5,5,Yes
8109,,1,1,Yes
8110,,3,3,Yes
8111,,5,5,Yes
8112,,3,3,Yes
8113,,5,5,Yes
8114,,2,2,No
8115,,4,4,Yes
8116,,3,3,Yes
8117,,1,1,Yes
8118,,5,5,Yes
8119,,2,2,Yes
8120,,4,4,Yes
8121,,5,5,Yes
8122,,2,2,Yes
8123,,5,5,No
8124,,3,3,Yes
8125,,1,1,No
8126,5,5,5,Yes
8127,3,3,3,Yes
8128,4,2,2,No
8129,5,2,2,Yes
8130,2,4,4,Yes
8131,5,4,4,Yes
8132,1,3,3,Yes
8133,3,5,5,No
8134,5,3,3,Yes
8135,3,1,1,Yes
8136,5,5,5,Yes
8137,2,5,5,No
8138,4,2,2,Yes
8139,3,1,1,Yes
8140,1,5,5,Yes
8141,5,2,2,Yes
8142,2,3,3,No
8143,4,,,Yes
8144,5,5,5,Yes
8145,2,3,3,Yes
8146,5,4,4,Yes
8147,3,5,5,No
8148,1,2,2,Yes
8149,5,5,5,Yes
8150,3,1,1,Yes
8151,2,3,3,Yes
8152,2,5,5,Yes
8153,4,3,3,Yes
8154,4,5,5,No
8155,3,2,2,Yes
8156,5,4,4,Yes
8157,3,3,3,Yes
8158,1,1,1,Yes
8159,5,5,5,Yes
8160,5,2,2,Yes
8161,2,4,4,Yes
8162,1,5,5,Yes
8163,5,2,2,No
8164,2,5,5,Yes
8165,3,3,3,No
8166,5,1,1,Yes
8167,3,5,5,Yes
8168,4,3,3,No
8169,5,2,2,Yes
8170,2,2,2,Yes
8171,5,4,4,Yes
8172,1,4,4,Yes
8173,3,3,3,No
8174,5,5,5,Yes
8175,3,3,3,Yes
8176,5,1,1,Yes
8177,2,5,5,No
8178,4,5,5,Yes
8179,3,2,2,Yes
8180,1,1,1,Yes
8181,5,5,5,Yes
8182,2,2,2,No
8183,4,3,3,Yes
8184,5,5,5,Yes
8185,2,3,3,Yes
8186,5,4,4,Yes
8187,3,5,5,No
8188,1,2,2,Yes
8189,5,5,5,Yes
8190,3,1,1,Yes
8191,2,3,3,Yes
8192,2,5,5,Yes
8193,4,3,3,Yes
8194,4,5,5,No
8195,3,2,2,Yes
8196,5,4,4,Yes
8197,3,3,3,Yes
8198,1,1,1,Yes
8199,5,5,5,Yes
8200,5,2,2,Yes
8201,2,4,4,Yes
8202,1,5,5,Yes
8203,5,2,2,No
8204,2,5,5,Yes
8205,3,3,3,No
8206,5,1,1,Yes
8207,3,5,5,Yes
8208,4,3,3,No
8209,5,2,2,Yes
8210,2,2,2,Yes
8211,5,4,4,Yes
8212,1,4,4,Yes
8213,3,3,3,No
8214,5,5,5,Yes
8215,3,3,3,Yes
8216,5,1,1,Yes
8217,2,5,5,No
8218,4,5,5,Yes
8219,3,2,2,Yes
8220,1,1,1,Yes
8221,5,5,5,Yes
8222,2,2,2,No
8223,4,3,3,Yes
8224,5,5,5,Yes
8225,2,3,3,Yes
8226,5,4,4,Yes
8227,3,5,5,No
8228,1,2,2,Yes
8229,5,5,5,Yes
8230,3,1,1,Yes
8231,2,3,3,Yes
8232,2,5,5,Yes
8233,4,3,3,Yes
8234,4,5,5,No
8235,3,2,2,Yes
8236,5,4,4,Yes
8237,3,3,3,Yes
8238,1,1,1,Yes
8239,5,5,5,Yes
8240,5,2,2,Yes
8241,2,4,4,Yes
8242,1,5,5,Yes
8243,5,2,2,No
8244,2,5,5,Yes
8245,3,3,3,No
8246,5,1,1,Yes
8247,3,5,5,Yes
8248,4,3,3,No
8249,5,2,2,Yes
8250,2,2,2,Yes
8251,5,4,4,Yes
8252,1,4,4,Yes
8253,3,3,3,No
8254,5,5,5,Yes
8255,3,3,3,Yes
8256,5,1,1,Yes
8257,2,5,5,No
8258,4,5,5,Yes
8259,3,2,2,Yes
8260,1,1,1,Yes
8261,5,5,5,Yes
8262,2,2,2,No
8263,4,3,3,Yes
8264,5,5,5,Yes
8265,2,3,3,Yes
8266,5,4,4,Yes
8267,3,5,5,No
8268,1,2,2,Yes
8269,5,5,5,Yes
8270,3,1,1,Yes
8271,2,3,3,Yes
8272,2,5,5,Yes
8273,4,3,3,Yes
8274,4,5,5,No
8275,3,2,2,Yes
8276,5,4,4,Yes
8277,3,3,3,Yes
8278,1,1,1,Yes
8279,5,5,5,Yes
8280,5,2,2,Yes
8281,2,4,4,Yes
8282,1,5,5,Yes
8283,5,2,2,No
8284,2,5,5,Yes
8285,3,3,3,No
8286,,1,1,Yes
8287,5,5,5,Yes
8288,3,3,3,No
8289,4,2,2,Yes
8290,5,2,2,Yes
8291,2,4,4,Yes
8292,5,4,4,Yes
8293,1,3,3,No
8294,3,5,5,Yes
8295,5,3,3,Yes
8296,3,1,1,Yes
8297,5,5,5,No
8298,2,5,5,Yes
8299,4,2,2,Yes
8300,3,1,1,Yes
8301,1,5,5,Yes
8302,5,2,2,No
8303,2,3,3,Yes
8304,4,,,Yes
8305,5,,,Yes
8306,2,,,Yes
8307,5,,,No
8308,3,,,Yes
8309,1,,,Yes
8310,5,,,Yes
8311,3,,,Yes
8312,2,,,Yes
8313,2,,,Yes
8314,4,,,No
8315,4,,,Yes
8316,3,,5,Yes
8317,5,,3,Yes
8318,3,5,4,Yes
8319,1,3,5,Yes
8320,5,4,2,Yes
8321,5,5,5,Yes
8322,2,2,1,Yes
8323,1,5,3,No
8324,5,1,5,Yes
8325,2,3,3,No
8326,3,5,5,Yes
8327,5,3,2,Yes
8328,3,5,4,No
8329,4,2,3,Yes
8330,5,4,1,Yes
8331,2,3,5,Yes
8332,5,1,2,Yes
8333,1,5,4,No
8334,3,2,5,Yes
8335,5,4,2,Yes
8336,3,5,5,Yes
8337,5,2,3,No
8338,2,5,1,Yes
8339,4,3,5,Yes
8340,3,1,3,Yes
8341,1,5,2,Yes
8342,5,3,2,No
8343,2,2,4,Yes
8344,4,2,4,Yes
8345,5,4,3,Yes
8346,2,4,5,Yes
8347,5,3,3,No
8348,3,5,1,Yes
8349,1,3,5,Yes
8350,5,1,5,Yes
8351,3,5,2,Yes
8352,2,5,1,Yes
8353,2,2,5,Yes
8354,4,1,2,No
8355,4,5,3,Yes
8356,3,2,5,Yes
8357,5,3,3,Yes
8358,3,5,4,Yes
8359,1,3,5,Yes
8360,5,4,2,Yes
8361,5,5,5,Yes
8362,2,2,1,Yes
8363,1,5,3,No
8364,5,1,5,Yes
8365,2,3,3,No
8366,3,5,5,Yes
8367,5,3,2,Yes
8368,3,5,4,No
8369,4,2,3,Yes
8370,5,4,1,Yes
8371,2,3,5,Yes
8372,5,1,2,Yes
8373,1,5,4,No
8374,3,2,5,Yes
8375,5,4,2,Yes
8376,3,5,5,Yes
8377,5,2,3,No
8378,2,5,1,Yes
8379,4,3,5,Yes
8380,3,1,3,Yes
8381,1,5,2,Yes
8382,5,3,2,No
8383,2,2,4,Yes
8384,4,2,4,Yes
8385,5,4,3,Yes
8386,2,4,5,Yes
8387,5,3,3,No
8388,3,5,1,Yes
8389,1,3,5,Yes
8390,5,1,5,Yes
8391,3,5,2,Yes
8392,2,5,1,Yes
8393,2,2,5,Yes
8394,4,1,2,No
8395,4,5,3,Yes
8396,3,2,5,Yes
8397,5,3,3,Yes
8398,3,5,4,Yes
8399,1,3,5,Yes
8400,5,4,2,Yes
8401,5,5,5,Yes
8402,2,2,1,Yes
8403,1,5,3,No
8404,5,1,5,Yes
8405,2,3,3,No
8406,3,5,5,Yes
8407,5,3,2,Yes
8408,3,5,4,No
8409,4,2,3,Yes
8410,5,4,1,Yes
8411,2,3,5,Yes
8412,5,1,2,Yes
8413,1,5,4,No
8414,3,2,5,Yes
8415,5,4,2,Yes
8416,3,5,5,Yes
8417,5,2,3,No
8418,2,5,1,Yes
8419,4,3,5,Yes
8420,3,1,3,Yes
8421,1,5,2,Yes
8422,5,3,2,No
8423,2,2,4,Yes
8424,4,2,4,Yes
8425,5,4,3,Yes
8426,2,4,5,Yes
8427,5,3,3,No
8428,3,5,1,Yes
8429,1,3,5,Yes
8430,5,1,5,Yes
8431,3,5,2,Yes
8432,2,5,1,Yes
8433,2,2,5,Yes
8434,4,1,2,No
8435,4,5,3,Yes
8436,3,2,5,Yes
8437,5,3,3,Yes
8438,3,5,4,Yes
8439,1,3,5,Yes
8440,5,4,2,Yes
8441,5,5,5,Yes
8442,2,2,1,Yes
8443,1,5,3,No
8444,5,1,5,Yes
8445,2,3,3,No
8446,3,5,5,Yes
8447,,3,2,Yes
8448,5,5,4,No
8449,3,2,3,Yes
8450,4,4,1,Yes
8451,5,3,5,Yes
8452,2,1,2,Yes
8453,5,5,4,No
8454,1,2,5,Yes
8455,3,4,2,Yes
8456,5,5,5,Yes
8457,3,2,3,No
8458,5,5,1,Yes
8459,2,3,5,Yes
8460,4,1,3,Yes
8461,3,5,2,Yes
8462,1,3,2,No
8463,5,2,4,Yes
8464,2,2,4,Yes
8465,4,4,3,Yes
8466,5,4,5,Yes
8467,2,3,3,No
8468,5,5,1,Yes
8469,3,3,5,Yes
8470,1,1,5,Yes
8471,5,5,2,Yes
8472,3,5,1,Yes
8473,2,2,5,Yes
8474,2,1,2,Yes
8475,4,5,3,Yes
8476,4,2,,Yes
8477,3,3,,No
8478,5,,,Yes
8479,3,,,No
8480,1,,,Yes
8481,5,3,4,Yes
8482,3,4,3,No
8483,4,5,2,Yes
8484,5,3,4,Yes
8485,2,5,1,Yes
8486,5,2,5,Yes
8487,1,4,3,No
8488,3,3,2,Yes
8489,5,1,3,Yes
8490,3,5,3,Yes
8491,5,3,4,No
8492,2,2,5,Yes
8493,4,5,3,Yes
8494,3,4,2,Yes
8495,1,5,1,Yes
8496,5,4,5,No
8497,2,2,4,Yes
8498,4,5,4,Yes
8499,5,1,5,Yes
8500,2,4,4,Yes
8501,5,5,1,No
8502,3,3,3,Yes
8503,1,5,5,Yes
8504,5,4,4,Yes
8505,3,3,2,Yes
8506,2,3,4,Yes
8507,2,2,3,Yes
8508,4,5,4,No
8509,4,1,2,Yes
8510,3,4,5,Yes
8511,5,5,4,Yes
8512,3,3,4,Yes
8513,1,2,5,Yes
8514,5,5,1,Yes
8515,5,1,2,Yes
8516,2,3,3,Yes
8517,1,5,4,No
8518,5,4,3,Yes
8519,2,2,4,No
8520,3,3,2,Yes
8521,5,5,5,Yes
8522,3,3,3,No
8523,4,4,4,Yes
8524,5,5,5,Yes
8525,2,2,2,Yes
8526,5,5,5,Yes
8527,1,1,1,No
8528,3,3,3,Yes
8529,5,5,5,Yes
8530,3,3,3,Yes
8531,5,5,5,No
8532,2,2,2,Yes
8533,4,4,4,Yes
8534,3,3,3,Yes
8535,1,1,1,Yes
8536,5,5,5,No
8537,2,2,2,Yes
8538,4,4,4,Yes
8539,5,5,5,Yes
8540,2,2,2,Yes
8541,5,5,5,No
8542,3,3,3,Yes
8543,1,1,1,Yes
8544,5,5,5,Yes
8545,3,3,3,Yes
8546,2,2,2,Yes
8547,2,2,2,Yes
8548,4,4,4,No
8549,4,4,4,Yes
8550,3,3,3,Yes
8551,5,5,5,Yes
8552,3,3,3,Yes
8553,1,1,1,Yes
8554,5,5,5,Yes
8555,5,5,5,Yes
8556,2,2,2,Yes
8557,1,1,1,No
8558,5,5,5,Yes
8559,2,2,2,No
8560,3,3,3,Yes
8561,5,5,5,Yes
8562,3,3,3,No
8563,4,4,4,Yes
8564,5,5,5,Yes
8565,2,2,2,Yes
8566,5,5,5,Yes
8567,1,1,1,No
8568,3,3,3,Yes
8569,5,5,5,Yes
8570,3,3,3,Yes
8571,5,5,5,No
8572,2,2,2,Yes
8573,4,4,4,Yes
8574,3,3,3,Yes
8575,1,1,1,Yes
8576,5,5,5,No
8577,2,2,2,Yes
8578,4,4,4,Yes
8579,5,5,5,Yes
8580,2,2,2,Yes
8581,5,5,5,No
8582,3,3,3,Yes
8583,1,1,1,Yes
8584,5,5,5,Yes
8585,3,3,3,Yes
8586,2,2,2,Yes
8587,2,2,2,Yes
8588,4,4,4,No
8589,4,4,4,Yes
8590,3,3,3,Yes
8591,5,5,5,Yes
8592,3,3,3,Yes
8593,1,1,1,Yes
8594,5,5,5,Yes
8595,5,5,5,Yes
8596,2,2,2,Yes
8597,1,1,1,No
8598,5,5,5,Yes
8599,2,2,2,No
8600,3,3,3,Yes
8601,5,5,5,Yes
8602,3,3,3,No
8603,4,4,4,Yes
8604,5,5,5,Yes
8605,2,2,2,Yes
8606,5,5,5,Yes
8607,1,1,1,No
8608,3,3,3,Yes
8609,5,5,5,Yes
8610,3,3,3,Yes
8611,5,5,5,No
8612,2,2,2,Yes
8613,4,4,4,Yes
8614,3,3,3,Yes
8615,1,1,1,Yes
8616,5,5,5,No
8617,2,2,2,Yes
8618,4,4,4,Yes
8619,5,5,5,Yes
8620,2,2,2,Yes
8621,5,5,5,No
8622,3,3,3,Yes
8623,1,1,1,Yes
8624,5,5,5,Yes
8625,3,3,3,Yes
8626,2,2,2,Yes
8627,2,2,2,Yes
8628,4,4,4,No
8629,4,4,4,Yes
8630,3,3,3,Yes
8631,5,5,5,Yes
8632,3,3,3,Yes
8633,1,1,1,Yes
8634,4,4,4,Yes
8635,3,3,3,Yes
8636,1,1,1,Yes
8637,5,5,5,No
8638,2,2,2,Yes
8639,4,4,4,No
8640,5,5,5,Yes
8641,2,2,2,Yes
8642,5,5,5,No
8643,3,3,3,Yes
8644,1,1,1,Yes
8645,5,5,5,Yes
8646,3,3,3,Yes
8647,2,2,2,No
8648,2,2,2,Yes
8649,4,4,4,Yes
8650,4,4,4,Yes
8651,3,3,3,No
8652,5,5,5,Yes
8653,3,3,3,Yes
8654,1,1,1,Yes
8655,5,5,5,Yes
8656,5,5,5,No
8657,2,2,2,Yes
8658,1,1,1,Yes
8659,5,5,5,Yes
8660,2,2,2,Yes
8661,3,3,3,No
8662,5,5,5,Yes
8663,3,3,3,Yes
8664,4,4,4,Yes
8665,5,5,5,Yes
8666,2,2,2,Yes
8667,5,5,5,Yes
8668,1,1,1,No
8669,3,3,3,Yes
8670,5,5,5,Yes
8671,3,3,3,Yes
8672,5,5,5,Yes
8673,2,2,2,Yes
8674,4,4,4,Yes
8675,3,3,3,Yes
8676,1,1,1,Yes
8677,5,5,5,No
8678,2,2,2,Yes
8679,4,4,4,No
8680,5,5,5,Yes
8681,2,2,2,Yes
8682,5,5,5,No
8683,3,3,3,Yes
8684,1,1,1,Yes
8685,5,5,5,Yes
8686,3,3,3,Yes
8687,2,2,2,No
8688,2,2,2,Yes
8689,4,4,4,Yes
8690,4,4,4,Yes
8691,3,3,3,No
8692,5,5,5,Yes
8693,3,3,3,Yes
8694,1,1,1,Yes
8695,5,5,5,Yes
8696,5,5,5,No
8697,2,2,2,Yes
8698,1,1,1,Yes
8699,5,5,5,Yes
8700,2,2,2,Yes
8701,3,3,3,No
8702,5,5,5,Yes
8703,3,3,3,Yes
8704,4,4,4,Yes
8705,5,5,5,Yes
8706,2,2,2,Yes
8707,5,5,5,Yes
8708,1,1,1,No
8709,3,3,3,Yes
8710,5,5,5,Yes
8711,3,3,3,Yes
8712,5,5,5,Yes
8713,2,2,2,Yes
8714,4,4,4,Yes
8715,3,3,3,Yes
8716,1,1,1,Yes
8717,5,5,5,No
8718,2,2,2,Yes
8719,4,4,4,No
8720,5,5,5,Yes
8721,2,2,2,Yes
8722,5,5,5,No
8723,3,3,3,Yes
8724,1,1,1,Yes
8725,5,5,5,Yes
8726,3,3,3,Yes
8727,2,2,2,No
8728,2,2,2,Yes
8729,4,4,4,Yes
8730,4,4,4,Yes
8731,3,3,3,No
8732,5,5,5,Yes
8733,3,3,3,Yes
8734,1,1,1,Yes
8735,5,5,5,Yes
8736,5,5,5,No
8737,2,2,2,Yes
8738,1,1,1,Yes
8739,5,5,5,Yes
8740,2,2,2,Yes
8741,3,3,3,No
8742,5,5,5,Yes
8743,3,3,3,Yes
8744,4,4,4,Yes
8745,5,5,5,Yes
8746,2,2,2,Yes
8747,5,5,5,Yes
8748,1,1,1,No
8749,3,3,3,Yes
8750,5,5,5,Yes
8751,3,3,3,Yes
8752,5,5,5,Yes
8753,2,2,2,Yes
8754,4,4,4,Yes
8755,3,3,3,Yes
8756,1,1,1,Yes
8757,5,5,5,No
8758,2,2,2,Yes
8759,4,4,4,No
8760,5,5,5,Yes
8761,2,2,2,Yes
8762,5,5,5,No
8763,3,3,3,Yes
8764,1,1,1,Yes
8765,5,5,5,Yes
8766,3,3,3,Yes
8767,2,2,2,No
8768,2,2,2,Yes
8769,4,4,4,Yes
8770,4,4,4,Yes
8771,3,3,3,No
8772,5,5,5,Yes
8773,3,3,3,Yes
8774,1,1,1,Yes
8775,5,5,5,Yes
8776,5,5,5,No
8777,2,2,2,Yes
8778,1,1,1,Yes
8779,5,5,5,Yes
8780,2,2,2,Yes
8781,3,3,3,No
8782,5,5,5,Yes
8783,3,3,3,Yes
8784,4,4,4,Yes
8785,5,5,5,Yes
8786,2,2,2,Yes
8787,5,5,5,Yes
8788,1,1,1,No
8789,3,3,3,Yes
8790,5,5,5,Yes
8791,3,3,3,Yes
8792,5,5,5,Yes
8793,2,2,2,Yes
8794,4,4,4,Yes
8795,3,3,3,Yes
8796,1,1,1,Yes
8797,5,5,5,No
8798,2,2,2,Yes
8799,4,4,4,No
8800,5,5,5,Yes
8801,2,2,2,Yes
8802,5,5,5,No
8803,3,3,3,Yes
8804,1,1,1,Yes
8805,5,5,5,Yes
8806,3,3,3,Yes
8807,2,2,2,No
8808,2,2,2,Yes
8809,4,4,4,Yes
8810,4,4,4,Yes
8811,3,3,3,No
8812,5,5,5,Yes
8813,3,3,3,Yes
8814,1,1,1,Yes
8815,5,5,5,Yes
8816,5,5,5,No
8817,2,2,2,Yes
8818,1,1,1,Yes
8819,5,5,5,Yes
8820,2,2,2,Yes
8821,3,3,3,No
8822,,5,5,Yes
8823,,3,3,Yes
8824,,4,4,Yes
8825,,5,5,Yes
8826,,2,2,Yes
8827,,5,5,Yes
8828,,1,1,No
8829,,3,3,Yes
8830,,5,5,Yes
8831,,3,3,Yes
8832,,5,5,Yes
8833,,2,2,Yes
8834,,4,4,Yes
8835,,3,3,Yes
8836,,1,1,Yes
8837,,5,5,No
8838,,2,2,Yes
8839,,4,4,No
8840,,5,5,Yes
8841,,2,2,Yes
8842,,5,5,No
8843,,3,3,Yes
8844,,1,1,Yes
8845,5,5,5,Yes
8846,3,3,3,Yes
8847,4,2,2,No
8848,5,2,2,Yes
8849,2,4,4,Yes
8850,5,4,4,Yes
8851,1,3,3,No
8852,3,5,5,Yes
8853,5,3,3,Yes
8854,3,1,1,Yes
8855,5,5,5,Yes
8856,2,5,5,No
8857,4,2,2,Yes
8858,3,1,1,Yes
8859,1,5,5,Yes
8860,5,2,2,Yes
8861,2,3,3,No
8862,4,,,Yes
8863,5,5,5,Yes
8864,2,3,3,Yes
8865,5,4,4,Yes
8866,3,5,5,Yes
8867,1,2,2,Yes
8868,5,5,5,No
8869,3,1,1,Yes
8870,2,3,3,No
8871,2,5,5,Yes
8872,4,3,3,No
8873,4,5,5,Yes
8874,3,2,2,Yes
8875,5,4,4,No
8876,3,3,3,Yes
8877,1,1,1,Yes
8878,5,5,5,Yes
8879,5,2,2,Yes
8880,2,4,4,No
8881,1,5,5,Yes
8882,5,2,2,Yes
8883,2,5,5,Yes
8884,3,3,3,No
8885,5,1,1,Yes
8886,3,5,5,Yes
8887,4,3,3,Yes
8888,5,2,2,Yes
8889,2,2,2,No
8890,5,4,4,Yes
8891,1,4,4,Yes
8892,3,3,3,Yes
8893,5,5,5,Yes
8894,3,3,3,No
8895,5,1,1,Yes
8896,2,5,5,Yes
8897,4,5,5,Yes
8898,3,2,2,Yes
8899,1,1,1,Yes
8900,5,5,5,Yes
8901,2,2,2,No
8902,4,3,3,Yes
8903,5,5,5,Yes
8904,2,3,3,Yes
8905,5,4,4,Yes
8906,3,5,5,Yes
8907,1,2,2,Yes
8908,5,5,5,Yes
8909,3,1,1,Yes
8910,2,3,3,No
8911,2,5,5,Yes
8912,4,3,3,No
8913,4,5,5,Yes
8914,3,2,2,Yes
8915,5,4,4,No
8916,3,3,3,Yes
8917,1,1,1,Yes
8918,5,5,5,Yes
8919,5,2,2,Yes
8920,2,4,4,No
8921,1,5,5,Yes
8922,5,2,2,Yes
8923,2,5,5,Yes
8924,3,3,3,No
8925,5,1,1,Yes
8926,3,5,5,Yes
8927,4,3,3,Yes
8928,5,2,2,Yes
8929,2,2,2,No
8930,5,4,4,Yes
8931,1,4,4,Yes
8932,3,3,3,Yes
8933,5,5,5,Yes
8934,3,3,3,No
8935,5,1,1,Yes
8936,2,5,5,Yes
8937,4,5,5,Yes
8938,3,2,2,Yes
8939,1,1,1,Yes
8940,5,5,5,Yes
8941,2,2,2,No
8942,4,3,3,Yes
8943,5,5,5,Yes
8944,2,3,3,Yes
8945,5,4,4,Yes
8946,3,5,5,Yes
8947,1,2,2,Yes
8948,5,5,5,Yes
8949,3,1,1,Yes
8950,2,3,3,No
8951,2,5,5,Yes
8952,4,3,3,No
8953,4,5,5,Yes
8954,3,2,2,Yes
8955,5,4,4,No
8956,3,3,3,Yes
8957,1,1,1,Yes
8958,5,5,5,Yes
8959,5,2,2,Yes
8960,2,4,4,No
8961,1,5,5,Yes
8962,5,2,2,Yes
8963,2,5,5,Yes
8964,3,3,3,No
8965,5,1,1,Yes
8966,3,5,5,Yes
8967,4,3,3,Yes
8968,5,2,2,Yes
8969,2,2,2,No
8970,5,4,4,Yes
8971,1,4,4,Yes
8972,3,3,3,Yes
8973,5,5,5,Yes
8974,3,3,3,No
8975,5,1,1,Yes
8976,2,5,5,Yes
8977,4,5,5,Yes
8978,3,2,2,Yes
8979,1,1,1,Yes
8980,5,5,5,Yes
8981,2,2,2,No
8982,4,3,3,Yes
8983,5,5,5,Yes
8984,2,3,3,Yes
8985,5,4,4,Yes
8986,3,5,5,Yes
8987,1,2,2,Yes
8988,5,5,5,Yes
8989,3,1,1,Yes
8990,2,3,3,No
8991,2,5,5,Yes
8992,4,3,3,No
8993,4,5,5,Yes
8994,3,2,2,Yes
8995,5,4,4,No
8996,3,3,3,Yes
8997,1,1,1,Yes
8998,5,5,5,Yes
8999,5,2,2,Yes
9000,2,4,4,No
9001,1,5,5,Yes
9002,5,2,2,Yes
9003,2,5,5,Yes
9004,3,3,3,No
9005,,1,1,Yes
9006,5,5,5,Yes
9007,3,3,3,Yes
9008,4,2,2,Yes
9009,5,2,2,No
9010,2,4,4,Yes
9011,5,4,4,Yes
9012,1,3,3,Yes
9013,3,5,5,Yes
9014,5,3,3,No
9015,3,1,1,Yes
9016,5,5,5,Yes
9017,2,5,5,Yes
9018,4,2,2,Yes
9019,3,1,1,Yes
9020,1,5,5,Yes
9021,5,2,2,No
9022,2,3,3,Yes
9023,4,,,Yes
9024,5,,,Yes
9025,2,,,Yes
9026,5,,,Yes
9027,3,,,Yes
9028,1,,,Yes
9029,5,,,Yes
9030,3,,,Yes
9031,2,,,Yes
9032,2,,,Yes
9033,4,,,Yes
9034,4,,,Yes
9035,3,,5,Yes
9036,5,,3,Yes
9037,3,5,4,Yes
